joss_id,title,language,dependencies,predicted_categories,ground_truth,reasoning,success,error
8251,CATS: The Climate Aware Task Scheduler,Python,"['PyYAML', 'ghp-import', 'matplotlib', 'mypy', 'numpy', 'pytest', 'pytest-cov', 'pytest-subprocess', 'renku-sphinx-theme', 'requests-cache', 'sphinx', 'sphinx-argparse', 'sphinx_copybutton', 'types-PyYAML', 'types-redis', 'types-requests', 'types-ujson']","['Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
7319,corrp: An R package for multiple correlation-like analysis and clustering in mixed data,R,"['DescTools', 'Rcpp', 'RcppArmadillo', 'caret', 'checkmate', 'corrplot', 'energy', 'knitr', 'laeken', 'lsr', 'minerva', 'palmerpenguins', 'parallel', 'ppsr', 'rmarkdown', 'stats', 'testthat']","['Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
7937,remotePARTS: Spatiotemporal autoregression analyses for large data sets,R,"['CompQuadForm', 'Rcpp', 'RcppEigen', 'data.table', 'devtools', 'doParallel', 'dplyr', 'foreach', 'geosphere', 'ggplot2', 'iterators', 'knitr', 'markdown', 'parallel', 'reshape2', 'rmarkdown', 'sf', 'sqldf', 'stats', 'testthat']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
7421,Halotools: A New Release Adding Intrinsic Alignments to Halo-Based Methods,Python,"['astropy', 'beautifulsoup4', 'cython', 'h5py', 'matplotlib', 'numpy', 'pytest', 'requests', 'scipy', 'setuptools', 'sphinx-astropy']","['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
7388,flory: A Python package for finding coexisting phases in multicomponent mixtures,Python,"['Sphinx', 'docutils', 'matplotlib', 'more_itertools', 'numba', 'numpy', 'pytest', 'pytest-cov', 'scipy', 'sphinx-autodoc-typehints', 'sphinx-paramlinks', 'sphinx-rtd-theme', 'tqdm']","['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
7526,FDApy: a Python package for functional data,Python,"['lazy_loader', 'matplotlib', 'mpldatacursor', 'numpy', 'numpydoc', 'pandas', 'pillow', 'pydata-sphinx-theme', 'pytest', 'pytest-env', 'pytest-subtests', 'scikit-fda', 'scikit-learn', 'scipy', 'setuptools', 'sphinx', 'sphinx-gallery', 'sphinxcontrib-bibtex']","['Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
7424,nleis.py: A Nonlinear Electrochemical Impedance Analysis Toolbox,Python,"['altair', 'coveralls', 'impedance', 'matplotlib', 'nbsphinx', 'networkx', 'numpy', 'numpydoc', 'pandas', 'pytest', 'pytest-cov', 'scipy', 'sphinx', 'sphinx_rtd_theme']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
7178,gridwxcomp: A Python package to evaluate and interpolate biases between station and gridded weather data,Python,"['GDAL', 'Shapely', 'bokeh', 'earthengine_api', 'fiona', 'geopandas', 'numpy', 'pandas', 'protobuf', 'pyproj', 'pytest', 'rasterio', 'rasterstats', 'refet', 'scipy', 'setuptools', 'sphinx', 'xarray']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
7606,SBIAX: Density-estimation simulation-based inference in JAX,Python,"['beartype', 'blackjax', 'chainconsumer', 'cloudpickle', 'diffrax', 'einops', 'equinox', 'flowjax', 'jax', 'jax-tqdm', 'matplotlib', 'ml_collections', 'numpy', 'optax', 'optuna', 'plotly', 'pytest', 'tensorflow_probability', 'tqdm']","['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
7341,TorchSurv: A Lightweight Package for Deep Survival Analysis,Python,"['hypothesis', 'jupyter-book', 'mypy', 'numpy', 'numpydoc', 'pre-commit', 'pytest', 'pytest-cov', 'pytest-xdist', 'ruff', 'scipy', 'sphinx', 'sphinx-autoapi', 'sphinx-rtd-theme', 'torch', 'torchmetrics']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
7246,PySLSQP: A transparent Python package for the SLSQP optimization algorithm modernized with utilities for visualization and post-processing,Python,"['h5py', 'matplotlib', 'meson', 'myst-nb', 'ninja', 'numpy', 'numpydoc', 'setuptools', 'sphinx', 'sphinx-copybutton', 'sphinx_rtd_theme', 'sphinxcontrib-bibtex']","['Modeling And Simulation', 'Data Analytics', 'Software', 'Ui', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
6703,Evoke: A Python package for evolutionary signalling games,Python,"['license', 'matplotlib', 'numpy', 'packages', 'pytest', 'python', 'python-ternary', 'readme', 'scipy', 'sphinx', 'sphinx-rtd-theme', 'tqdm']","['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
7118,seismolab: A Python package for analyzing space-based observations of variable stars,Python,"['arviz', 'astropy', 'astroquery', 'corner', 'ephem', 'h5py', 'joblib', 'matplotlib', 'mwdust', 'nbsphinx', 'numpy', 'numpydoc', 'pandas', 'psutil', 'pymc', 'pyvo', 'regex', 'requests', 'scipy', 'seaborn']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
6775,lightcurver: A Python Pipeline for Precise Photometry of Multiple-Epoch Wide-Field Images,Python,"['astroalign', 'astropy', 'astroquery', 'astroscrappy', 'ccdproc', 'ephem', 'h5py', 'matplotlib', 'numpy', 'pandas', 'photutils', 'pytest', 'pyyaml', 'ruamel.yaml', 'scipy', 'sep', 'shapely', 'starred-astro', 'widefield_plate_solver']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
6744,LocalCop: An R package for local likelihood inference for conditional copulas,R,"['RcppEigen', 'TMB', 'VineCopula', 'bookdown', 'dplyr', 'ggplot2', 'kableExtra', 'knitr', 'parallel', 'readr', 'rmarkdown', 'testthat', 'tidyr']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Process', 'Ui']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
4371,anndata: Access and store annotated data matrices,Python,"['aiohttp', 'array_api_compat', 'cupy', 'cupy-cuda11x', 'cupy-cuda12x', 'h5py', 'legacy-api-wrap', 'loompy', 'myst-nb', 'natsort', 'numpy', 'packaging', 'pandas', 'pytest', 'pytest-cov', 'pytest-memray', 'pytest-mock', 'pytest-randomly', 'requests', 'scipy']","['Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
7023,dust_extinction: Interstellar Dust Extinction Models,Python,"['astropy', 'graphviz', 'matplotlib', 'pytest', 'pytest-cov', 'pytest-doctestplus', 'scipy', 'sphinx', 'sphinx-automodapi']","['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
6389,SSN2: The next generation of spatial stream network modeling in R,R,"['Matrix', 'RSQLite', 'doParallel', 'emmeans', 'estimability', 'filematrix', 'foreach', 'generics', 'ggplot2', 'graphics', 'iterators', 'itertools', 'knitr', 'pROC', 'parallel', 'rmarkdown', 'sf', 'sp', 'spmodel', 'statmod']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
6746,DSSE: An environment for simulation of reinforcement learning-empowered drone swarm maritime search and rescue missions,Python,"['GDAL', 'copernicusmarine', 'gymnasium', 'h5py', 'matplotlib', 'numba', 'numpy', 'opendrift', 'pettingzoo', 'pygame', 'pytest', 'python-dotenv', 'wheel', 'xarray']","['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Ui', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
6368,agweather-qaqc: An Interactive Python Package for Quality Assurance and Quality Control of Daily Agricultural Weather Data and Calculation of Reference Evapotranspiration,Python,"['bokeh', 'numpy', 'openpyxl', 'pandas', 'pathlib', 'pytest', 'refet', 'sphinx', 'sphinx-rtd-theme', 'sphinx_rtd_theme', 'xlsxwriter']","['Data Analytics', 'Ris', 'Software', 'Ui', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
5868,Fitspy: A Python package for spectral decomposition,Python,"['dill', 'doc8', 'esbonio', 'lmfit', 'matplotlib', 'numpy', 'pandas', 'parse', 'pyside6', 'pytest', 'pytest-mock', 'rstcheck', 'scipy', 'sphinx', 'sphinx-copybutton', 'sphinx-rtd-theme', 'watchdog']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
5465,GPCERF - An R package for implementing Gaussian processes for estimating causal exposure response curves,R,"['MASS', 'Rcpp', 'RcppArmadillo', 'Rfast', 'SuperLearner', 'cowplot', 'ggplot2', 'knitr', 'logger', 'parallel', 'rlang', 'rmarkdown', 'spatstat.geom', 'stats', 'testthat', 'wCorr', 'xgboost']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
5792,Pyheartlib: A Python package for processing electrocardiogram signals,Python,"['black', 'documentation', 'flake8', 'isort', 'keywords', 'license', 'matplotlib', 'myst-nb', 'numpy', 'pandas', 'pre-commit', 'pytest', 'pytest-cov', 'python', 'python-semantic-release', 'pyyaml', 'readme', 'repository', 'ruff', 'scikit-learn']","['Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
6143,PerMetrics: A Framework of Performance Metrics for Machine Learning Models,Python,"['flake8', 'numpy', 'pytest', 'pytest-cov', 'readthedocs-sphinx-search', 'scikit-learn', 'scipy', 'sphinx', 'sphinx_rtd_theme', 'sphinxcontrib-bibtex']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
5866,Pyrokinetics - A Python library to standardise gyrokinetic analysis,Python,"['black', 'cleverdict', 'contourpy', 'f90nml', 'flake8', 'freeqdsk', 'h5py', 'idspy-dictionaries', 'idspy-toolkit', 'isort', 'jetto-tools', 'matplotlib', 'myst_parser', 'netCDF4', 'numpy', 'path', 'periodictable', 'pint', 'pint-xarray', 'pyloidal']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
6286,LobsterPy: A package to automatically analyze LOBSTER runs,Python,"['mendeleev', 'myst-nb', 'numpy', 'pre-commit', 'pymatgen', 'pytest', 'pytest-cov', 'pytest-mock', 'pytest-split', 'sphinx', 'sphinx-argparse', 'sphinx-book-theme', 'sphinx-copybutton', 'sphinx-toolbox', 'sphinx_design', 'types-setuptools']","['Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
5999,PyTASER: Simulating transient absorption spectroscopy (TAS) for crystals from first principles,Python,"['matplotlib', 'monty', 'myst-nb', 'numpy', 'pathlib', 'pymatgen', 'pytest', 'pytest-mpl', 'readthedocs-sphinx-search', 'recommonmark', 'scipy', 'sphinx', 'sphinx-autobuild', 'sphinx-book-theme', 'sphinx_copybutton', 'sphinx_minipres', 'sphinx_rtd_theme', 'sphinx_tabs', 'sphinx_togglebutton', 'sphinx_toggleprompt']","['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
5445,lczexplore: an R package to explore Local Climate Zone classifications,R,"['RColorBrewer', 'caret', 'cowplot', 'data.table', 'dplyr', 'forcats', 'ggnewscale', 'ggplot2', 'ggsankeyfier', 'ggspatial', 'grDevices', 'knitr', 'magrittr', 'markdown', 'methods', 'patchwork', 'png', 'rlang', 'rmarkdown', 'sf']","['Data Analytics', 'Ris', 'Software', 'Ui', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
5663,samgeo: A Python package for segmenting geospatial data with the Segment Anything Model (SAM),Python,"['Pillow', 'gdown', 'geopandas', 'huggingface_hub', 'leafmap', 'numpy', 'opencv-python-headless', 'patool', 'pyproj', 'rasterio', 'segment_anything', 'shapely', 'torch', 'torchvision', 'tqdm', 'xyzservices']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
5025,GNS: A generalizable Graph Neural Network-based simulator for particulate and fluid modeling,Python,"['absl-py', 'autopep8', 'dm-tree', 'matplotlib', 'numpy', 'pyevtk', 'pytest', 'toml', 'torch', 'torch-cluster', 'torch_geometric', 'torch_scatter', 'torch_sparse', 'tqdm']","['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
5480,PAS: a Python Anesthesia Simulator for drug control,Python,"['bokeh', 'casadi', 'control', 'matplotlib', 'nbsphinx', 'numpy', 'numpydoc', 'pandas', 'pyswarm', 'sphinx_rtd_theme', 'vitaldb']","['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Ui', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
5278,VaMPy: An Automated and Objective Pipeline for Modeling Vascular Geometries,Python,"['cppimport', 'docutils', 'flake8', 'ghp-import', 'jupyter-book', 'matplotlib', 'mypy', 'numpy', 'pytest', 'pytest-cov', 'scipy', 'sphinx']","['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
4912,"icepyx: querying, obtaining, analyzing, and manipulating ICESat-2 datasets",Python,"['backoff', 'cartopy', 'dask[dataframe]', 'datashader', 'deprecated', 'earthaccess', 'fiona', 'geopandas', 'geoviews', 'h5netcdf', 'h5py', 'harmony-py', 'holoviews', 'hvplot', 'matplotlib', 'mypy', 'numpy', 'pandas-stubs', 'pre-commit', 'pypistats']","['Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
4475,PyAutoGalaxy: Open-Source Multiwavelength Galaxy Structure & Morphology,Python,"['astropy', 'autoarray', 'autofit', 'black', 'colossus', 'furo', 'getdist', 'myst-parser', 'nautilus-sampler', 'numba', 'pynufft', 'pytest', 'sphinx', 'sphinx_autodoc_typehints', 'sphinx_copybutton', 'sphinx_design', 'sphinx_inline_tabs', 'ultranest', 'zeus-mcmc']","['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
4838,PACMAN: A pipeline to reduce and analyze Hubble Wide Field Camera 3 IR Grism data,Python,"['astropy', 'batman-package', 'celerite', 'corner', 'dynesty', 'emcee', 'exotic-ld', 'h5py', 'ipython_genutils', 'matplotlib', 'myst_parser', 'nbconvert', 'nbsphinx', 'numpy', 'numpydoc', 'pandoc', 'pyyaml', 'recommonmark', 'scipy', 'seaborn']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
4611,fseval: A Benchmarking Framework for Feature Selection and Feature Ranking Algorithms,Python,"['Boruta', 'PyYAML', 'SQLAlchemy', 'black', 'dataclasses', 'humanfriendly', 'hydra-colorlog', 'hydra-core', 'l2x-synthetic', 'mypy', 'numpy', 'openml', 'overrides', 'pandas', 'protobuf', 'pytest', 'pytest-cov', 'pytest-dependency', 'scikit-learn', 'scipy']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
4404,ospgrillage: A bridge deck grillage analysis preprocessor for OpenSeesPy,Python,"['Sphinx', 'markupsafe', 'matplotlib', 'nbsphinx', 'numpy', 'openseespy', 'opsvis', 'pandas', 'pandoc', 'pydata-sphinx-theme', 'pygments', 'pytest', 'recommonmark', 'scipy', 'setuptools', 'sphinx-rtd-theme', 'sphinxcontrib-applehelp', 'sphinxcontrib-devhelp', 'sphinxcontrib-htmlhelp', 'sphinxcontrib-jsmath']","['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
4337,RIAssigner: A package for gas chromatographic retention index calculation,Python,"['fastparquet', 'matchms', 'numpy', 'pandas', 'pint', 'pre-commit', 'pytest', 'pytest-cov', 'python', 'scipy', 'urllib3']","['Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
4266,"OTTO: A Python package to simulate, solve and visualize the source-tracking POMDP",Python,"['charset-normalizer', 'cycler', 'docutils', 'gym', 'h5py', 'idna', 'importlib-metadata', 'kiwisolver', 'markupsafe', 'matplotlib', 'numpy', 'pillow', 'protobuf', 'pyparsing', 'pytest', 'pytz', 'scipy', 'sphinx', 'sphinx-rtd-theme', 'sphinxcontrib-applehelp']","['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
4251,rbmi: A R package for standard and reference-based multiple imputation methods,R,"['Matrix', 'R.rsp', 'R6', 'assertthat', 'bookdown', 'dplyr', 'emmeans', 'fs', 'ggplot2', 'jinjar', 'knitr', 'lubridate', 'methods', 'mmrm', 'mvtnorm', 'nlme', 'pkgload', 'purrr', 'rmarkdown', 'rstan']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Process', 'Ui']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
4098,pymdp: A Python library for active inference in discrete state spaces,Python,"['.', 'Pillow', 'arviz', 'attrs', 'autograd', 'cycler', 'equinox', 'iniconfig', 'jax', 'jaxlib', 'jinja2', 'jupyter-sphinx', 'kiwisolver', 'matplotlib', 'multimethod', 'myst-nb', 'nose', 'numpy', 'numpyro', 'openpyxl']","['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
4166,yadg: yet another datagram,Python,"['autodoc-pydantic', 'babel', 'dgbowl-schemas', 'h5netcdf', 'numpy', 'olefile', 'openpyxl', 'packaging', 'pandas', 'pint', 'pytest', 'python-dateutil', 'pyyaml', 'sphinx', 'sphinx-rtd-theme', 'striprtf', 'tzlocal', 'uncertainties', 'xarray']","['Data Analytics', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
4240,swift-emulator: A Python package for emulation of simulated scaling relations,Python,"['SALib', 'attrs', 'black', 'corner', 'emcee', 'george', 'numpy', 'pyDOE', 'pytest', 'pyyaml', 'recommonmark', 'scikit-learn', 'sphinx', 'sphinx-rtd-theme', 'swiftsimio', 'tqdm', 'unyt', 'velociraptor']","['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
3992,Delve: Neural Network Feature Variance Analysis,Python,"['matplotlib', 'numpy', 'pandas', 'pytest', 'tensorboardX', 'torch', 'torchvision', 'tqdm', 'yapf']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
3877,The jagstargets R package: a reproducible workflow framework for Bayesian data analysis with JAGS,R,"['R.utils', 'R2jags', 'coda', 'dplyr', 'fs', 'fst', 'knitr', 'posterior', 'purrr', 'qs', 'qs2', 'rjags', 'rlang', 'rmarkdown', 'secretbase', 'stats', 'tarchetypes', 'targets', 'testthat', 'tibble']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Process', 'Ui']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
3678,Opfi: A Python package for identifying gene clusters in large genomics and metagenomics data sets,Python,"['PyYAML', 'biopython', 'dna-features-viewer', 'docutils', 'hypothesis', 'matplotlib', 'more-itertools', 'parasail', 'pytest', 'sphinx', 'sphinx-rtd-theme']","['Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
3418,flux-data-qaqc: A Python Package for Energy Balance Closure and Post-Processing of Eddy Flux Data,Python,"['alabaster', 'babel', 'bokeh', 'certifi', 'charset-normalizer', 'docutils', 'idna', 'imagesize', 'jinja2', 'markupsafe', 'numpy', 'openpyxl', 'packaging', 'pandas', 'pygments', 'pytest', 'refet', 'requests', 'scikit_learn', 'setuptools']","['Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
3398,pyDeltaRCM: a flexible numerical delta model,Python,"['coveralls', 'importlib-resources', 'matplotlib', 'netCDF4', 'numba', 'numpy', 'pytest', 'pytest-cov', 'pytest-mpl', 'pyyaml', 'scipy', 'sphinx']","['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
3283,lenstronomy II: A gravitational lensing software ecosystem,Python,"['astropy', 'cobaya', 'corner', 'docutils', 'dynesty', 'emcee', 'h5py', 'matplotlib', 'mpmath', 'multiprocess', 'nautilus-sampler', 'nestcheck', 'numba', 'numpy', 'pymultinest', 'pyxdg', 'pyyaml', 'schwimmbad', 'scikit-image', 'scikit-learn']","['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
3210,CliquePercolation: An R Package for conducting and visualizing results of the clique percolation network community detection algorithm,R,"['Matrix', 'Polychrome', 'colorspace', 'graphics', 'igraph', 'knitr', 'lessR', 'magrittr', 'methods', 'ohenery', 'parallel', 'pbapply', 'qgraph', 'rmarkdown', 'stats', 'utils']","['Data Analytics', 'Ris', 'Software', 'Ui', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
2818,Cellocity: A Python package for analysis of confluent cell layer dynamics,Python,"['OpenPIV', 'Sphinx', 'cython', 'docutils', 'matplotlib', 'numpy', 'opencv-python', 'pandas', 'seaborn', 'tifffile']","['Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
2483,pyveg: A Python package for analysing the time evolution of patterned vegetation using Google Earth Engine,Python,"['argparse', 'arrow', 'azure-batch', 'azure-storage-blob', 'azure-storage-common', 'dateparser', 'datetime', 'earthengine-api', 'ewstools', 'geetools', 'geopandas', 'imageio', 'matplotlib', 'mdutils', 'numpy', 'opencv-python', 'pandas', 'pandoc', 'pillow', 'pypandoc']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
2411,matchms - processing and similarity evaluation of mass spectrometry data.,Python,"['decorator', 'deprecated', 'lxml', 'matplotlib', 'networkx', 'numba', 'numpy', 'pandas', 'pickydict', 'poetry-bumpversion', 'pre-commit', 'pubchempy', 'pynndescent', 'pyteomics', 'pytest', 'pytest-cov', 'python', 'pyyaml', 'rdkit', 'requests']","['Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
2349,impedance.py: A Python package for electrochemical impedance analysis,Python,"['altair', 'coveralls', 'matplotlib', 'nbsphinx', 'numpy', 'numpydoc', 'pandas', 'pytest', 'pytest-cov', 'scipy', 'sphinx-rtd-theme']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
2412,toughio: Pre- and post-processing Python library for TOUGH,Python,"['black', 'build', 'docformatter', 'invoke', 'isort', 'pybtex-apa-style', 'pydata-sphinx-theme', 'pygmsh', 'pytest', 'pytest-cov', 'seaborn', 'sphinx', 'sphinx-argparse', 'sphinx-gallery', 'sphinx_subfigure', 'sphinxcontrib-bibtex', 'twine']","['Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
2111,BGGM: Bayesian Gaussian Graphical Models in R,R,"['BFpack', 'GGally', 'MASS', 'Rcpp', 'RcppArmadillo', 'RcppDist', 'RcppProgress', 'Rdpack', 'abind', 'assortnet', 'ggplot2', 'ggridges', 'grDevices', 'knitr', 'methods', 'mice', 'mvnfast', 'network', 'networktools', 'psych']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
2259,BluVision Macro - a software for automated powdery mildew and rust disease quantification on detached leaves.,Python,"['MarkupSafe', 'build-backend', 'jinja2', 'mb', 'numpy', 'opencv-python', 'pytest', 'python', 'requires', 'scikit-image', 'sphinx-autoapi']","['Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
1799,PyUoI: The Union of Intersections Framework in Python,Python,"['cython', 'flake8', 'h5py', 'matplotlib', 'numpy', 'pytest', 'scikit-learn', 'sphinx-gallery', 'sphinx-rtd-theme']","['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
1508,hopit: An R Package for Analysis of Reporting Behavior Using Generalized Ordered Probit Models,R,"['MASS', 'R.rsp', 'Rcpp', 'RcppEigen', 'Rdpack', 'grDevices', 'graphics', 'knitr', 'parallel', 'qpdf', 'questionr', 'rmarkdown', 'roxygen2', 'stats', 'survey', 'testthat', 'usethis']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
1759,pentapy: A Python toolbox for pentadiagonal linear systems,Python,"['Cython', 'black', 'matplotlib', 'myst_parser', 'numpy', 'numpydoc', 'perfplot', 'pytest-cov', 'scikit-umfpack', 'scipy', 'sphinx', 'sphinx-gallery', 'sphinx-rtd-theme']","['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
