joss_id,title,language,predicted_categories,ground_truth,success,error,raw_response,latency_s
5763,OpenFEPOPS: A Python implementation of the FEPOPS molecular similarity technique,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.69
8311,"The PHITS Tools Python package for parsing, organizing, and analyzing results from the PHITS radiation transport and DCHAIN activation codes",Python,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.68
6393,"goFlux: A user-friendly way to calculate GHG fluxes yourself, regardless of user experience",R,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.72
6011,Stokesian Dynamics in Python,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.65
4840,Spectral Connectivity: a python package for computing multitaper spectral estimates and frequency-domain brain connectivity measures on the CPU and GPU,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.7
4306,OpenPelt: Python Framework for Thermoelectric Temperature Control System Development,Python,"['Modeling And Simulation', 'Software', 'Hardware']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Software"", ""Hardware""]}",0.64
3786,robustHD: An R package for robust regression with high-dimensional data,R,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.69
3324,bwsample: Processing Best-Worst Scaling data,Python,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.67
7094,plasticparcels: A python package for marine plastic dispersal simulations and parameterisation development using parcels,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.67
247,lattice_mc: A Python Lattice-Gas Monte Carlo Module,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software Analytics']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.65
7971,textAnnotatoR: An Interactive Text Annotation Tool with 'shiny' GUI,R,"['Software', 'Ui', 'Data Analytics']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Software Analytics', 'Ui']",True,,"{""categories"": [""Software"", ""Ui"", ""Data Analytics""]}",0.59
2685,"DE-Sim: an object-oriented, discrete-event simulation tool for data-intensive modeling of complex systems in Python",Python,"['Modeling And Simulation', 'Software', 'Data Analytics']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Software Analytics', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Software"", ""Data Analytics""]}",0.71
6586,PulPy: A Python Toolkit for MRI RF and Gradient Pulse Design,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Software Analytics']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.68
3318,radioactivedecay: A Python package for radioactive decay calculations,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Software Analytics']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.69
2048,FASMA 2.0: A Python package for stellar parameters and chemical abundances,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Software Analytics']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.68
2079,scPCA: A toolbox for sparse contrastive principal component analysis in R,R,"['Modeling And Simulation', 'Data Analytics', 'Software Analytics']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Software Analytics']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software Analytics""]}",0.76
1281,tacmagic: Positron emission tomography analysis in R,R,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Software Analytics']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.65
662,EmissV: an R package to create vehicular and other emissions for air quality models,R,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Software Analytics']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.7
7869,FedIRT: An R package and shiny app for estimating federated item response theory models,R,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Ui']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Ui""]}",0.75
7917,PyStarshade: Simulating High-Contrast Imaging of Exoplanets with Starshades,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.68
7522,DiffOpt: Parallel optimization of Jax models,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.7
6768,DUGseis: A Python package for real-time and post-processing of picoseismicity,Python,"['Data Analytics', 'Modeling And Simulation', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Modeling And Simulation"", ""Software""]}",0.68
6667,BayesEoR: Bayesian 21-cm Power Spectrum Estimation from Interferometric Visibilities,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.69
7201,bayes_spec: A Bayesian Spectral Line Modeling Framework for Astrophysics,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.7
6507,PyXAB - A Python Library for $\mathcal{X}$-Armed Bandit and Online Blackbox Optimization Algorithms,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.69
6624,GeneScape: A Python package for gene ontology visualization,Python,"['Data Analytics', 'Software', 'Ui']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Ui""]}",0.58
6340,ThermoParser: Streamlined Analysis of Thermoelectric Properties,Python,"['Data Analytics', 'Modeling And Simulation', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Modeling And Simulation"", ""Software""]}",0.66
6270,hplc-py: A Python Utility For Rapid Quantification of Complex Chemical Chromatograms,Python,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.68
5389,"BurnMan -- a Python toolkit for planetary geophysics, geochemistry and thermodynamics",Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.68
4969,ronswanson: Building Table Models for 3ML,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.67
4650,MNELAB: a graphical user interface for MNE-Python,Python,"['Software', 'Ui', 'Data Analytics']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Software"", ""Ui"", ""Data Analytics""]}",0.61
4706,PatchView: A Python Package for Patch-clamp Data Analysis and Visualization,Python,"['Data Analytics', 'Software', 'Ui']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Ui""]}",0.63
4362,Pose2Sim: An open-source Python package for multiview markerless kinematics,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.68
4354,mixComp: An R package for estimating complexity of a mixture,R,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.66
3447,COVID-19 Lung Segmentation,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.69
3097,epipack: An infectious disease modeling package for Python,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.69
2815,effectsize: Estimation of Effect Size Indices and Standardized Parameters,R,"['Modeling And Simulation', 'Data Analytics', 'Software Analytics']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software Analytics""]}",0.74
2668,BrainGlobe Atlas API: a common interface for neuroanatomical atlases,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.69
2306,Methods and Algorithms for Correlation Analysis in R,R,"['Data Analytics', 'Software Analytics', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software Analytics"", ""Modeling And Simulation""]}",0.72
1969,CoreBreakout: Subsurface Core Images to Depth-Registered Datasets,Python,"['Data Analytics', 'Modeling And Simulation', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Modeling And Simulation"", ""Software""]}",0.69
2122,Pippin: A pipeline for supernova cosmology,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.69
1352,prysm: A Python optics module,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.68
1341,Capytaine: a Python-based linear potential flow solver,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.69
847,sdmbench: R package for benchmarking species distribution models,R,"['Modeling And Simulation', 'Data Analytics', 'Software Analytics']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software Analytics""]}",0.76
754,sjmisc: Data and Variable Transformation Functions,R,"['Data Analytics', 'Software', 'Software Analytics']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Software Analytics""]}",0.63
370,bsym: A basic symmetry module,Python,"['Modeling And Simulation', 'Software', 'Data Analytics']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Software"", ""Data Analytics""]}",0.67
8497,fairmetrics: An R package for group fairness evaluation,R,"['Software Analytics', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,"{""categories"": [""Software Analytics"", ""Data Analytics"", ""Software""]}",0.61
6925,SetVis: Visualizing Large Numbers of Sets and Intersections,Python,"['Data Analytics', 'Ui', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Ui"", ""Software""]}",0.6
7079,PyStack3D: A python package for fast image stack correction,Python,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.68
6781,piar: Price Index Aggregation in R,R,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.68
6533,IKPLS: Improved Kernel Partial Least Squares and Fast Cross-Validation Algorithms for Python with CPU and GPU Implementations Using NumPy and JAX,Python,"['Modeling And Simulation', 'Data Analytics', 'Software Analytics']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software Analytics""]}",0.71
6695,movement_primitives: Imitation Learning of Cartesian Motion with Movement Primitives,Python,"['Modeling And Simulation', 'Software', 'Data Analytics']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Software"", ""Data Analytics""]}",0.65
6294,fABBA: A Python library for the fast symbolic approximation of time series,Python,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.66
6031,libEnsemble: A complete Python toolkit for dynamic ensembles of calculations,Python,"['Modeling And Simulation', 'Software', 'Data Analytics']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Software"", ""Data Analytics""]}",0.68
5496,iTensor: An R package for independent component analysis-based matrix/tensor decomposition,R,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.67
5015,nnTensor: An R package for non-negative matrix/tensor decomposition,R,"['Modeling And Simulation', 'Data Analytics', 'Software Analytics']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software Analytics""]}",0.7
5329,Qiskit Experiments: A Python package to characterize and calibrate quantum computers,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.68
4655,metrica: an R package to evaluate prediction performance of regression and classification point-forecast models,R,"['Data Analytics', 'Software Analytics', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software Analytics"", ""Modeling And Simulation""]}",0.72
4762,Pyripherals: A Python Package for Communicating with Peripheral Electronic Devices,Python,"['Software', 'Hardware', 'Data Analytics']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,"{""categories"": [""Software"", ""Hardware"", ""Data Analytics""]}",0.6
3428,PERFORM: A Python package for developing reduced-order models for reacting fluid flows,Python,"['Modeling And Simulation', 'Software', 'Data Analytics']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Software"", ""Data Analytics""]}",0.65
4265,MitoHEAR: an R package for the estimation and downstream statistical analysis of the mitochondrial DNA heteroplasmy calculated from single-cell datasets,R,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.7
4014,SurfinPy 2.0: A Phase Diagram Generator for Surfaces and Bulk Phases,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.71
3658,pyCSEP: A Python Toolkit For Earthquake Forecast Developers,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.67
3782,sbp-env: A Python Package for Sampling-based Motion Planner and Samplers,Python,"['Modeling And Simulation', 'Software', 'Data Analytics']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Software"", ""Data Analytics""]}",0.69
3168,eemont: A Python package that extends Google Earth Engine,Python,"['Software', 'Data Analytics', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,"{""categories"": [""Software"", ""Data Analytics"", ""Modeling And Simulation""]}",0.67
3191,Analysis of Prehistoric Iconography with the R package iconr,R,"['Data Analytics', 'Software Analytics', 'Integrative Analysis']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software Analytics"", ""Integrative Analysis""]}",0.71
2594,textnets: A Python package for text analysis with networks,Python,"['Data Analytics', 'Software', 'Software Analytics']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Software Analytics""]}",0.62
2554,The Dusty Evolved Star Kit (DESK): A Python package for fitting the Spectral Energy Distribution of Evolved Stars,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.69
2049,MF2: A Collection of Multi-Fidelity Benchmark Functions in Python,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.69
1820,memochange: An R package for estimation procedures and tests for persistent time series,R,"['Modeling And Simulation', 'Data Analytics', 'Software Analytics']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software Analytics""]}",0.71
1229,Model dispersion with PRISM; an alternative to MCMC for rapid analysis of models,Python,"['Modeling And Simulation', 'Data Analytics', 'Software Analytics']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software Analytics""]}",0.72
774,quanteda: An R package for the quantitative analysis of textual data,R,"['Data Analytics', 'Software', 'Software Analytics']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Software Analytics""]}",0.65
809,"unyt: Handle, manipulate, and convert data with units in Python",Python,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.67
5848,HNN-core: A Python software for cellular and circuit-level interpretation of human MEG/EEG,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.66
5155,pysr3: A Python Package for Sparse Relaxed Regularized Regression,Python,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.66
8164,RadGEEToolbox: Streamlined Multispectral &amp; SAR Analysis for Google Earth Engine,Python,"['Data Analytics', 'Software', 'Integrative Analysis']","['Data Analytics', 'Modeling And Simulation', 'Ris']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Integrative Analysis""]}",0.66
5549,OmniTrax: A deep learning-driven multi-animal tracking and pose-estimation add-on for Blender,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.67
5671,UQTestFuns: A Python3 library of uncertainty quantification (UQ) test functions,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.67
4406,GHEtool: An open-source tool for borefield sizing in Python,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.69
3484,SurPyval: Survival Analysis with Python,Python,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Ris']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.67
1399,Fruitbat: A Python Package for Estimating Redshifts of Fast Radio Bursts,Python,"['Data Analytics', 'Modeling And Simulation', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris']",True,,"{""categories"": [""Data Analytics"", ""Modeling And Simulation"", ""Software""]}",0.68
1056,polyCub: An R package for Integration over Polygons,R,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Software', 'Software Analytics']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.67
6284,LabelProp: A semi-automatic segmentation tool for 3D medical images,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.67
7633,foamlib: A modern Python package for working with OpenFOAM,Python,"['Software', 'Modeling And Simulation', 'Data Analytics']","['Data Analytics', 'Modeling And Simulation', 'Software', 'Ui']",True,,"{""categories"": [""Software"", ""Modeling And Simulation"", ""Data Analytics""]}",0.69
6713,Simulation Decomposition in Python,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.65
2604,OpenDrop: Open-source software for pendant drop tensiometry & contact angle measurements,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.69
7852,PyRASA - Spectral parametrization in python based on IRASA,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.67
7360,HOI: A Python toolbox for high-performance estimation of Higher-Order Interactions from multivariate data,Python,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.69
7305,"harmonize-wq: Standardize, clean and wrangle Water Quality Portal data into more analytic-ready formats",Python,"['Data Analytics', 'Software', 'Integrative Analysis']","['Data Analytics', 'Modeling And Simulation', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Integrative Analysis""]}",0.68
6971,"snSMART: An R Package for Small Sample, Sequential, Multiple Assignment, Randomized Trial Data Analysis",R,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.66
5567,COOLEST: COde-independent Organized LEns STandard,Python,"['Software Analytics', 'Data Analytics', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Software']",True,,"{""categories"": [""Software Analytics"", ""Data Analytics"", ""Modeling And Simulation""]}",0.68
5225,popkinmocks: mock IFU datacubes for modelling stellar populations and kinematics,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.65
3723,partycls: A Python package for structural clustering,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.66
2241,Hypothesize: Robust Statistics for Python,Python,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.67
1983,OrNet - a Python Toolkit to Model the Diffuse Structure of Organelles as Social Networks,Python,"['Modeling And Simulation', 'Data Analytics', 'Software Analytics']","['Data Analytics', 'Modeling And Simulation', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software Analytics""]}",0.75
1525,multimatch-gaze: The MultiMatch algorithm for gaze path comparison in Python,Python,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.66
1596,ivis: dimensionality reduction in very large datasets using Siamese Networks,Python,"['Data Analytics', 'Modeling And Simulation', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Modeling And Simulation"", ""Software""]}",0.67
1576,MemCNN: A Python/PyTorch package for creating memory-efficient invertible neural networks,Python,"['Modeling And Simulation', 'Software', 'Data Analytics']","['Data Analytics', 'Modeling And Simulation', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Software"", ""Data Analytics""]}",0.67
990,"Pyoints: A Python package for point cloud, voxel and raster processing.",Python,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.66
259,"Neuropsydia.py: A Python Module for Creating Experiments, Tasks and Questionnaires",Python,"['Software', 'Data Analytics', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Software']",True,,"{""categories"": [""Software"", ""Data Analytics"", ""Modeling And Simulation""]}",0.68
