joss_id,title,language,predicted_categories,ground_truth,success,error,latency_s,raw_response
2825,PyAutoLens: Open-Source Strong Gravitational Lensing,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,0.89,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
2757,The Pulsar Signal Simulator: A Python package for simulating radio signal data from pulsars,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,0.91,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
2675,SLIX: A Python package for fully automated evaluation of Scattered Light Imaging measurements on brain tissue,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,0.89,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
2103,fleck: Fast approximate light curves for starspot rotational modulation,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,0.88,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
1832,SunPy: A Python package for Solar Physics,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,0.93,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
1511,swisslandstats-geopy: Python tools for the land statistics datasets from the Swiss Federal Statistical Office,Python,"['Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,0.7,"{""categories"": [""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
1414,anesthetic: nested sampling visualisation,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,0.89,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
1191,AxoPy: A Python Library for Implementing Human-Computer Interface Experiments,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Ui', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,0.88,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Ui"", ""Process""]}"
855,pfla: A Python Package for Dental Facial Analysis using Computer Vision and Statistical Shape Analysis,Python,"['Data Analytics', 'Software', 'Ris', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,0.76,"{""categories"": [""Data Analytics"", ""Software"", ""Ris"", ""Process""]}"
512,origami: A Generalized Framework for Cross-Validation in R,R,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,0.78,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process""]}"
2565,rsudp: A Python package for real-time seismic monitoring with Raspberry Shake instruments,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Ui', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Ui']",True,,1.0,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Ui"", ""Process""]}"
989,diff_classifier: Parallelization of multi-particle tracking video analyses,Python,"['Data Analytics', 'Software', 'Ui', 'Process', 'Ris']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Ui']",True,,0.82,"{""categories"": [""Data Analytics"", ""Software"", ""Ui"", ""Process"", ""Ris""]}"
3896,"PyMPDATA v1: Numba-accelerated implementation of MPDATA with examples in Python, Julia and Matlab",Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris']",True,,0.78,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process""]}"
2449,Sit2StandPy: An Open-Source Python Package for Detecting and Quantifying Sit-to-Stand Transitions Using an Accelerometer on the Lower Back,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris']",True,,0.8,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software""]}"
1745,ndsplines: A Python Library for Tensor-Product B-Splines of Arbitrary Dimension,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris']",True,,0.78,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process""]}"
7256,PDR: The Planetary Data Reader,Python,"['Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Software', 'Ui']",True,,0.7,"{""categories"": [""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
6877,PyNeuroTrace - Python code for neural activity time series,Python,"['Modeling And Simulation', 'Data Analytics', 'Ui', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Software', 'Ui']",True,,0.85,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ui"", ""Software"", ""Process""]}"
6306,GTFS Segments: A Fast and Efficient Library to Generate Bus Stop Spacings,Python,"['Data Analytics', 'Software', 'Ris', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Software', 'Ui']",True,,0.74,"{""categories"": [""Data Analytics"", ""Software"", ""Ris"", ""Process""]}"
5763,OpenFEPOPS: A Python implementation of the FEPOPS molecular similarity technique,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Software', 'Ui']",True,,0.89,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
8311,"The PHITS Tools Python package for parsing, organizing, and analyzing results from the PHITS radiation transport and DCHAIN activation codes",Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Software']",True,,0.9,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
6393,"goFlux: A user-friendly way to calculate GHG fluxes yourself, regardless of user experience",R,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Ui']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Software']",True,,0.93,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Ui""]}"
6011,Stokesian Dynamics in Python,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Software']",True,,0.74,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process""]}"
4840,Spectral Connectivity: a python package for computing multitaper spectral estimates and frequency-domain brain connectivity measures on the CPU and GPU,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Software']",True,,0.89,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
4306,OpenPelt: Python Framework for Thermoelectric Temperature Control System Development,Python,"['Modeling And Simulation', 'Data Analytics', 'Hardware', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Software']",True,,0.82,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Hardware"", ""Software"", ""Process""]}"
3786,robustHD: An R package for robust regression with high-dimensional data,R,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Software']",True,,0.78,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process""]}"
3324,bwsample: Processing Best-Worst Scaling data,Python,"['Data Analytics', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Software']",True,,0.58,"{""categories"": [""Data Analytics"", ""Software"", ""Process""]}"
7094,plasticparcels: A python package for marine plastic dispersal simulations and parameterisation development using parcels,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process']",True,,0.9,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
247,lattice_mc: A Python Lattice-Gas Monte Carlo Module,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software Analytics']",True,,0.75,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process""]}"
7971,textAnnotatoR: An Interactive Text Annotation Tool with 'shiny' GUI,R,"['Ui', 'Data Analytics', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Software Analytics', 'Ui']",True,,0.7,"{""categories"": [""Ui"", ""Data Analytics"", ""Software"", ""Process""]}"
2685,"DE-Sim: an object-oriented, discrete-event simulation tool for data-intensive modeling of complex systems in Python",Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Software Analytics', 'Ui']",True,,0.81,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process""]}"
6586,PulPy: A Python Toolkit for MRI RF and Gradient Pulse Design,Python,"['Modeling And Simulation', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Software Analytics']",True,,0.77,"{""categories"": [""Modeling And Simulation"", ""Ris"", ""Software"", ""Process""]}"
3318,radioactivedecay: A Python package for radioactive decay calculations,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process', 'Ris']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Software Analytics']",True,,0.89,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process"", ""Ris""]}"
2048,FASMA 2.0: A Python package for stellar parameters and chemical abundances,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Software Analytics']",True,,0.89,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
2079,scPCA: A toolbox for sparse contrastive principal component analysis in R,R,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Software Analytics']",True,,0.93,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
1281,tacmagic: Positron emission tomography analysis in R,R,"['Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Software Analytics']",True,,0.7,"{""categories"": [""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
662,EmissV: an R package to create vehicular and other emissions for air quality models,R,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Software Analytics']",True,,0.89,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
7869,FedIRT: An R package and shiny app for estimating federated item response theory models,R,"['Modeling And Simulation', 'Data Analytics', 'Ui', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,0.87,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ui"", ""Software"", ""Process""]}"
7917,PyStarshade: Simulating High-Contrast Imaging of Exoplanets with Starshades,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,0.91,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
7522,DiffOpt: Parallel optimization of Jax models,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Ui', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,0.87,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Ui"", ""Process""]}"
6768,DUGseis: A Python package for real-time and post-processing of picoseismicity,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Ui', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,1.01,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Ui"", ""Process""]}"
6667,BayesEoR: Bayesian 21-cm Power Spectrum Estimation from Interferometric Visibilities,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,0.9,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
7201,bayes_spec: A Bayesian Spectral Line Modeling Framework for Astrophysics,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Ui', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,1.0,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Ui"", ""Process""]}"
6507,PyXAB - A Python Library for $\mathcal{X}$-Armed Bandit and Online Blackbox Optimization Algorithms,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,0.78,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process""]}"
6624,GeneScape: A Python package for gene ontology visualization,Python,"['Data Analytics', 'Ui', 'Software', 'Process', 'Ris']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,0.8,"{""categories"": [""Data Analytics"", ""Ui"", ""Software"", ""Process"", ""Ris""]}"
6340,ThermoParser: Streamlined Analysis of Thermoelectric Properties,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,0.9,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
6270,hplc-py: A Python Utility For Rapid Quantification of Complex Chemical Chromatograms,Python,"['Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,0.72,"{""categories"": [""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
5389,"BurnMan -- a Python toolkit for planetary geophysics, geochemistry and thermodynamics",Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,0.9,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
4969,ronswanson: Building Table Models for 3ML,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,0.79,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process""]}"
4650,MNELAB: a graphical user interface for MNE-Python,Python,"['Ui', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,0.81,"{""categories"": [""Ui"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
4706,PatchView: A Python Package for Patch-clamp Data Analysis and Visualization,Python,"['Data Analytics', 'Software', 'Ui', 'Ris', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,0.84,"{""categories"": [""Data Analytics"", ""Software"", ""Ui"", ""Ris"", ""Process""]}"
4362,Pose2Sim: An open-source Python package for multiview markerless kinematics,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Ui', 'Ris']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,0.91,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Ui"", ""Ris""]}"
4354,mixComp: An R package for estimating complexity of a mixture,R,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Ris', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,0.9,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Ris"", ""Process""]}"
3447,COVID-19 Lung Segmentation,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process', 'Ui']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,0.98,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process"", ""Ui""]}"
3097,epipack: An infectious disease modeling package for Python,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Ui', 'Ris']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,0.89,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Ui"", ""Ris""]}"
2815,effectsize: Estimation of Effect Size Indices and Standardized Parameters,R,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process', 'Ris']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,0.92,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process"", ""Ris""]}"
2668,BrainGlobe Atlas API: a common interface for neuroanatomical atlases,Python,"['Ris', 'Data Analytics', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,0.72,"{""categories"": [""Ris"", ""Data Analytics"", ""Software"", ""Process""]}"
2306,Methods and Algorithms for Correlation Analysis in R,R,"['Data Analytics', 'Software', 'Process', 'Ris']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,0.72,"{""categories"": [""Data Analytics"", ""Software"", ""Process"", ""Ris""]}"
1969,CoreBreakout: Subsurface Core Images to Depth-Registered Datasets,Python,"['Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,0.72,"{""categories"": [""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
2122,Pippin: A pipeline for supernova cosmology,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,0.93,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
1352,prysm: A Python optics module,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,0.9,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
1341,Capytaine: a Python-based linear potential flow solver,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,0.89,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
847,sdmbench: R package for benchmarking species distribution models,R,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Ui', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,0.9,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Ui"", ""Process""]}"
754,sjmisc: Data and Variable Transformation Functions,R,"['Data Analytics', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,0.59,"{""categories"": [""Data Analytics"", ""Software"", ""Process""]}"
370,bsym: A basic symmetry module,Python,"['Modeling And Simulation', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui']",True,,0.77,"{""categories"": [""Modeling And Simulation"", ""Ris"", ""Software"", ""Process""]}"
8497,fairmetrics: An R package for group fairness evaluation,R,"['Data Analytics', 'Software', 'Ris', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,0.71,"{""categories"": [""Data Analytics"", ""Software"", ""Ris"", ""Process""]}"
6925,SetVis: Visualizing Large Numbers of Sets and Intersections,Python,"['Data Analytics', 'Ui', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,0.68,"{""categories"": [""Data Analytics"", ""Ui"", ""Software"", ""Process""]}"
7079,PyStack3D: A python package for fast image stack correction,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Ui']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,0.91,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Ui""]}"
6781,piar: Price Index Aggregation in R,R,"['Data Analytics', 'Software', 'Process', 'Ris']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,0.69,"{""categories"": [""Data Analytics"", ""Software"", ""Process"", ""Ris""]}"
6533,IKPLS: Improved Kernel Partial Least Squares and Fast Cross-Validation Algorithms for Python with CPU and GPU Implementations Using NumPy and JAX,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,0.77,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process""]}"
6695,movement_primitives: Imitation Learning of Cartesian Motion with Movement Primitives,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Ris', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,0.89,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Ris"", ""Process""]}"
6294,fABBA: A Python library for the fast symbolic approximation of time series,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,0.78,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process""]}"
6031,libEnsemble: A complete Python toolkit for dynamic ensembles of calculations,Python,"['Modeling And Simulation', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,0.66,"{""categories"": [""Modeling And Simulation"", ""Software"", ""Process""]}"
5496,iTensor: An R package for independent component analysis-based matrix/tensor decomposition,R,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,0.88,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
5015,nnTensor: An R package for non-negative matrix/tensor decomposition,R,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Ris', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,0.91,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Ris"", ""Process""]}"
5329,Qiskit Experiments: A Python package to characterize and calibrate quantum computers,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,0.91,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
4655,metrica: an R package to evaluate prediction performance of regression and classification point-forecast models,R,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process', 'Ris']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,0.92,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process"", ""Ris""]}"
4762,Pyripherals: A Python Package for Communicating with Peripheral Electronic Devices,Python,"['Hardware', 'Software', 'Data Analytics']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,0.6,"{""categories"": [""Hardware"", ""Software"", ""Data Analytics""]}"
3428,PERFORM: A Python package for developing reduced-order models for reacting fluid flows,Python,"['Modeling And Simulation', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,0.63,"{""categories"": [""Modeling And Simulation"", ""Software"", ""Process""]}"
4265,MitoHEAR: an R package for the estimation and downstream statistical analysis of the mitochondrial DNA heteroplasmy calculated from single-cell datasets,R,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Ui', 'Ris']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,0.94,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Ui"", ""Ris""]}"
4014,SurfinPy 2.0: A Phase Diagram Generator for Surfaces and Bulk Phases,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,0.9,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
3658,pyCSEP: A Python Toolkit For Earthquake Forecast Developers,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,0.8,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software""]}"
3782,sbp-env: A Python Package for Sampling-based Motion Planner and Samplers,Python,"['Modeling And Simulation', 'Software', 'Process', 'Ui']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,0.77,"{""categories"": [""Modeling And Simulation"", ""Software"", ""Process"", ""Ui""]}"
3168,eemont: A Python package that extends Google Earth Engine,Python,"['Data Analytics', 'Software', 'Ris']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,0.63,"{""categories"": [""Data Analytics"", ""Software"", ""Ris""]}"
3191,Analysis of Prehistoric Iconography with the R package iconr,R,"['Data Analytics', 'Software', 'Ris', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,0.73,"{""categories"": [""Data Analytics"", ""Software"", ""Ris"", ""Process""]}"
2594,textnets: A Python package for text analysis with networks,Python,"['Data Analytics', 'Software', 'Ris']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,0.64,"{""categories"": [""Data Analytics"", ""Software"", ""Ris""]}"
2554,The Dusty Evolved Star Kit (DESK): A Python package for fitting the Spectral Energy Distribution of Evolved Stars,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,0.9,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
2049,MF2: A Collection of Multi-Fidelity Benchmark Functions in Python,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,0.77,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process""]}"
1820,memochange: An R package for estimation procedures and tests for persistent time series,R,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software']",True,,0.92,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
